"id";"name";"city_name";"geometry_name";"office";"phone";"email";"website";"lon";"lat";"category";"subcategory"
"4039";"Цветофор, дискаунтер цветов";"Уссурийск";"Тургенева, 35а";;"+79247222022";NULL;NULL;"131.976896";"43.80761";"Торговые комплексы / Спецмагазины";"Цветы"
"4040";"Орхидея, цветочный салон";"Уссурийск";"Краснознамённая, 98";;"+74234328313";NULL;NULL;"131.960935";"43.793032";"Торговые комплексы / Спецмагазины";"Цветы"
"4041";"Мир цветов, салон";"Уссурийск";"Амурская, 35";"1 этаж";"+74234379987";NULL;NULL;"131.942033";"43.804982";"Торговые комплексы / Спецмагазины";"Цветы"
"4042";"Азалия, магазин цветов";"Уссурийск";"Чичерина, 84а";;"+74234320124";NULL;NULL;"131.962264";"43.791939";"Торговые комплексы / Спецмагазины";"Цветы"
"4043";"Алена, салон цветов";"Уссурийск";"Некрасова, 108 ст2";;"+79147273667";NULL;NULL;"131.949264";"43.806533";"Торговые комплексы / Спецмагазины";"Цветы"
"4044";"Роза Уссури, дискаунтер цветов";"Уссурийск";"Ленина, 91 ст2";;"+79244345788";NULL;NULL;"131.955962";"43.794818";"Торговые комплексы / Спецмагазины";"Цветы"
"4045";"La Rose, салон цветов";"Уссурийск";"Октябрьская, 77";"1 этаж";"+74234324474";NULL;"http://wearelarose.com";"131.950429";"43.796501";"Торговые комплексы / Спецмагазины";"Цветы"
"4046";"Адонис, цветочный салон";"Уссурийск";"Некрасова, 108 ст2";;"+79020749618";NULL;NULL;"131.949264";"43.806533";"Торговые комплексы / Спецмагазины";"Цветы"
"4047";"Цветочный салон, ИП Багиров Ш.Ф.";"Уссурийск";"Некрасова, 105";"1 этаж";"+74234335085";NULL;NULL;"131.950066";"43.801937";"Торговые комплексы / Спецмагазины";"Цветы"
"4048";"Магазин цветов, ИП Шатун Е.П.";"Уссурийск";"Чичерина, 101 ст2";;"+79046225183";NULL;NULL;"131.959727";"43.792313";"Торговые комплексы / Спецмагазины";"Цветы"
"4049";"Цветы, магазин";"Уссурийск";"Чичерина, 101 ст4";"6 павильон";"+79241322084";NULL;NULL;"131.959988";"43.79234";"Торговые комплексы / Спецмагазины";"Цветы"
"4050";"Desert Rose, салон цветов";"Уссурийск";"Некрасова, 38";"1 этаж";"+79140718008";NULL;NULL;"131.953434";"43.792326";"Торговые комплексы / Спецмагазины";"Цветы"
"4051";"Салон цветов";"Уссурийск";"Русская, 7";"1 этаж";"+79242654763";NULL;NULL;"131.985264";"43.809866";"Торговые комплексы / Спецмагазины";"Цветы"
"4052";"Весёлый цветочник, салон цветов";"Уссурийск";"Ленинградская, 53";"1 этаж";"+79520821208";NULL;"http://vtsvetochnik.mozello.com";"131.933734";"43.809812";"Торговые комплексы / Спецмагазины";"Цветы"
"4053";"Магазин цветов, ИП Солдатова Л.Н.";"Уссурийск";"Советская, 85";"1 этаж";"+79244255757";NULL;NULL;"131.945643";"43.804427";"Торговые комплексы / Спецмагазины";"Цветы"
"4054";"Travayc, мастерская цветов";"Уссурийск";"Советская, 76";"1 этаж; вход с торца";"+79089677838";NULL;NULL;"131.947855";"43.798409";"Торговые комплексы / Спецмагазины";"Цветы"
"4055";"Мир цветов, салон";"Уссурийск";"Русская, 7";;"+79940121109";NULL;NULL;"131.985264";"43.809866";"Торговые комплексы / Спецмагазины";"Цветы"
"4056";"Цветочный магазин, ИП Ткач Е.В.";"Уссурийск";"Русская, 8 ст2";;NULL;NULL;NULL;"131.984036";"43.809341";"Торговые комплексы / Спецмагазины";"Цветы"
"4057";"Blossom, салон цветов";"Новоникольск";"Советская, 68";"1 этаж";"+79147959951";NULL;NULL;"131.866216";"43.849392";"Торговые комплексы / Спецмагазины";"Цветы"
"4058";"Цветочный салон";"Уссурийск";"Пушкина, 49";"1 этаж";NULL;NULL;NULL;"131.954365";"43.800152";"Торговые комплексы / Спецмагазины";"Цветы"
"4059";"Цветочный магазин, ИП Мигда И.Ю.";"Уссурийск";"Горького, 43";"30 павильон; 2 этаж";NULL;NULL;NULL;"131.943191";"43.796602";"Торговые комплексы / Спецмагазины";"Цветы"
"4060";"Магазин цветов, ИП Кожемякина О.В.";"Уссурийск";"Горького, 41 ст4";;NULL;NULL;NULL;"131.943425";"43.796066";"Торговые комплексы / Спецмагазины";"Цветы"
"4061";"Алена, салон цветов";"Уссурийск";"Чичерина, 101 ст3";"4 павильон";"+79147273679";NULL;NULL;"131.959858";"43.792327";"Торговые комплексы / Спецмагазины";"Цветы"
"4062";"Магазин, ИП Пикулин Р.В.";"Михайловка";"Красноармейская, 19Б";"1 этаж";NULL;NULL;NULL;"132.002359";"43.925614";"Торговые комплексы / Спецмагазины";"Цветы"
"4063";"Новый, цветочный магазин";"Новоникольск";"Советская, 109";"1 этаж";"+74234394974";NULL;NULL;"131.860007";"43.853658";"Торговые комплексы / Спецмагазины";"Цветы"
"4064";"Адонис, цветочный салон";"Уссурийск";"Чичерина, 101 ст2";;NULL;NULL;NULL;"131.959727";"43.792313";"Торговые комплексы / Спецмагазины";"Цветы"
